ID,ID_Measure,MeasureDate,ID_Item,BallsName,MillName,Gross,Tare,Net,Operator,Field1
9242,7,2/5/2017,101,ф 90 polski,10,3000,0,3000,Светлин,
9243,1,2/6/2017,3,ф 30 ukraina,22,2010,0,2010,Георги,
9244,2,2/6/2017,1,ф 70 stomanaD,21,1910,0,1910,Георги,
9245,1,2/6/2017,13,ф 90 stomana,1,2960,0,2960,Николай,
9246,2,2/6/2017,23,ф 90 stomana,2,3050,0,3050,Николай,
9247,3,2/6/2017,43,ф 90 stomana,4,3100,0,3100,Николай,
9248,4,2/6/2017,83,ф 90 stomana,8,2870,0,2870,Николай,
9249,5,2/6/2017,62,ф 90 cheshki,6,2920,0,2920,Николай,
9250,6,2/6/2017,32,ф 90 cheshki,3,2130,0,2130,Николай,
9251,1,2/6/2017,51,ф 90 polski,5,3110,0,3110,Христо,
9252,2,2/6/2017,101,ф 90 polski,10,3070,0,3070,Христо,
9253,3,2/7/2017,111,ф 90 polski,11,2080,0,2080,Михайлов,
9254,1,2/8/2017,13,ф 90 stomana,1,5460,0,5460,Михаил,
9255,2,2/8/2017,23,ф 90 stomana,2,7170,0,7170,Михаил,
9256,3,2/8/2017,32,ф 90 cheshki,3,5020,0,5020,Михаил,
9257,1,2/8/2017,43,ф 90 stomana,4,5270,0,5270,Христо,
9258,2,2/8/2017,51,ф 90 polski,5,5120,0,5120,Христо,
9259,1,2/8/2017,62,ф 90 cheshki,6,5170,0,5170,Христо,
9260,2,2/8/2017,83,ф 90 stomana,8,5250,0,5250,Христо,
9261,1,2/9/2017,91,ф 90 polski,9,5130,0,5130,Стойчо,
9262,2,2/9/2017,101,ф 90 polski,10,5140,0,5140,Стойчо,
9263,1,2/9/2017,23,ф 90 stomana,2,3010,0,3010,Александър,
9264,2,2/9/2017,43,ф 90 stomana,4,3160,0,3160,Александър,
9265,1,2/9/2017,83,ф 90 stomana,8,3030,0,3030,Александър,
9266,2,2/9/2017,32,ф 90 cheshki,3,3030,0,3030,Александър,
9267,3,2/9/2017,62,ф 90 cheshki,6,2930,0,2930,Александър,
9268,4,2/9/2017,51,ф 90 polski,5,3090,0,3090,Александър,
9269,1,2/9/2017,91,ф 90 polski,9,3090,0,3090,Иван,
9270,2,2/9/2017,101,ф 90 polski,10,3100,0,3100,Иван,
9271,1,2/10/2017,43,ф 90 stomana,4,2960,0,2960,Мишо,
9272,2,2/10/2017,16,ф 80 stomana,1,3090,0,3090,Мишо,
9273,3,2/10/2017,26,ф 80 stomana,2,3090,0,3090,Мишо,
9274,4,2/10/2017,76,ф 80 stomana,7,3110,0,3110,Мишо,
9275,5,2/10/2017,86,ф 80 stomana,8,3110,0,3110,Мишо,
9276,6,2/10/2017,35,ф 80 cheshki,3,3040,0,3040,Мишо,
9277,7,2/10/2017,65,ф 80 cheshki,6,3000,0,3000,Мишо,
9278,3,2/10/2017,1,ф 70 stomanaD,21,2090,0,2090,Георги,
9279,4,2/10/2017,3,ф 30 ukraina,22,2020,0,2020,Георги,
9280,8,2/10/2017,54,ф 80 polski,5,3100,0,3100,Цецо,
9281,9,2/10/2017,114,ф 80 polski,11,2060,0,2060,Цецо,
9282,10,2/10/2017,104,ф 80 polski,10,2060,0,2060,Цецо,
9283,11,2/10/2017,94,ф 80 polski,9,3080,0,3080,Цецо,
9284,1,2/11/2017,13,ф 90 stomana,1,2100,0,2100,Христо,
9285,2,2/11/2017,23,ф 90 stomana,2,2170,0,2170,Христо,
9286,3,2/11/2017,32,ф 90 cheshki,3,3140,0,3140,Христо,
9287,1,2/11/2017,43,ф 90 stomana,4,3120,0,3120,Христо,
9288,1,2/11/2017,62,ф 90 cheshki,6,3240,0,3240,Христо,
9289,2,2/11/2017,73,ф 90 stomana,7,3040,0,3040,Христо,
9290,3,2/11/2017,83,ф 90 stomana,8,3210,0,3210,Христо,
9291,1,2/11/2017,51,ф 90 polski,5,3060,0,3060,Христо,
9292,2,2/11/2017,91,ф 90 polski,9,3070,0,3070,Христо,
9293,3,2/11/2017,101,ф 90 polski,10,3090,0,3090,Христо,
9295,1,2/12/2017,13,ф 90 stomana,1,2030,0,2030,Иван,
9296,2,2/12/2017,23,ф 90 stomana,2,2010,0,2010,Иван,
9297,3,2/12/2017,32,ф 90 cheshki,3,2170,0,2170,Иван,
9298,4,2/12/2017,43,ф 90 stomana,4,3050,0,3050,Иван,
9299,5,2/12/2017,62,ф 90 cheshki,6,3090,0,3090,Иван,
9300,1,2/12/2017,73,ф 90 stomana,7,3100,0,3100,Иван,
9301,2,2/12/2017,73,ф 90 stomana,8,3170,0,3170,Иван,
9302,1,2/12/2017,51,ф 90 polski,5,3100,0,3100,Иван,
9303,2,2/12/2017,111,ф 90 polski,11,2070,0,2070,Иван,
9304,3,2/12/2017,91,ф 90 polski,9,3100,0,3100,Иван,
9305,4,2/12/2017,101,ф 90 polski,10,3120,0,3120,Иван,
9306,5,2/12/2017,3,ф 30 ukraina,22,3010,0,3010,Цветомир,
9307,1,2/13/2017,1,ф 70 stomanaD,21,2020,0,2020,Георги,
9308,1,2/13/2017,13,ф 90 stomana,1,3330,0,3330,Иван,
9310,3,2/13/2017,23,ф 90 stomana,2,3000,0,3000,Иван,
9311,4,2/13/2017,32,ф 90 cheshki,3,2050,0,3000,Иван,
9312,1,2/13/2017,43,ф 90 stomana,4,3030,0,3030,Иван,
9313,2,2/13/2017,62,ф 90 cheshki,6,3540,0,3540,Иван,
9314,3,2/13/2017,51,ф 90 polski,5,3080,0,3080,Иван,
9315,4,2/13/2017,91,ф 90 polski,9,3080,0,3080,Иван,
9316,5,2/13/2017,101,ф 90 polski,10,3110,0,3110,Иван,
9317,1,2/13/2017,83,ф 90 stomana,8,2900,0,2900,Цветомир,
9318,2,2/13/2017,73,ф 90 stomana,7,3100,0,3100,Цветомир,
9319,1,2/14/2017,43,ф 90 stomana,4,3240,0,3840,Димитър,
9320,1,2/14/2017,16,ф 80 stomana,1,3200,0,3200,Иван,
9321,2,2/14/2017,26,ф 80 stomana,2,3100,0,3100,Иван,
9322,3,2/14/2017,76,ф 80 stomana,7,3100,0,3100,Иван,
9323,4,2/14/2017,86,ф 80 stomana,8,3120,0,3120,Иван,
9324,1,2/14/2017,35,ф 80 cheshki,3,3000,0,3000,Иван,
9325,2,2/14/2017,35,ф 80 cheshki,6,3020,0,3020,Иван,
9326,8,2/14/2017,54,ф 80 polski,5,3000,0,3000,Иван,
9327,11,2/14/2017,94,ф 80 polski,9,3000,0,3000,Иван,
9328,3,2/14/2017,104,ф 80 polski,10,2020,0,2020,Иван,
9329,11,2/14/2017,114,ф 80 polski,11,2020,0,2020,Иван,
9330,5,2/15/2017,3,ф 30 ukraina,22,2040,0,2040,Цветомир,
9331,1,2/15/2017,43,ф 90 stomana,4,4080,0,4080,Цветомир,
9332,2,2/15/2017,101,ф 90 polski,10,3090,0,3090,Цветомир,
9333,3,2/15/2017,51,ф 90 polski,5,3090,0,3090,Цветомир,
9334,4,2/15/2017,91,ф 90 polski,9,3090,0,3090,Цветомир,
9335,5,2/15/2017,83,ф 90 stomana,8,2980,0,2980,Цветомир,
9336,6,2/15/2017,73,ф 90 stomana,7,2160,0,2160,Цветомир,
9337,7,2/15/2017,62,ф 90 cheshki,6,3200,0,3200,Цветомир,
9338,8,2/15/2017,32,ф 90 cheshki,3,3180,0,3180,Цветомир,
9339,9,2/15/2017,13,ф 90 stomana,1,3060,0,3060,Цветомир,
9340,10,2/16/2017,101,ф 90 polski,10,3090,0,3090,Цветомир,
9341,11,2/16/2017,51,ф 90 polski,5,3060,0,3060,Цветомир,
9342,12,2/16/2017,91,ф 90 polski,9,3080,0,3080,Цветомир,
9343,13,2/16/2017,83,ф 90 stomana,8,2850,0,2850,Цветомир,
9344,14,2/16/2017,73,ф 90 stomana,7,2960,0,2960,Цветомир,
9345,15,2/16/2017,62,ф 90 cheshki,6,3100,0,3100,Цветомир,
9346,16,2/16/2017,43,ф 90 stomana,4,2890,0,2890,Цветомир,
9347,17,2/16/2017,32,ф 90 cheshki,3,3230,0,3230,Цветомир,
9348,18,2/16/2017,13,ф 90 stomana,1,2820,0,2820,Цветомир,
9349,2,2/17/2017,3,ф 30 ukraina,22,3020,0,3020,Саво,
9350,3,2/17/2017,1,ф 70 stomanaD,21,3190,0,3190,Саво,
9351,1,2/17/2017,43,ф 90 stomana,4,3020,0,3020,Саво,
9352,2,2/17/2017,35,ф 80 cheshki,3,2700,0,2700,Саво,
9353,3,2/17/2017,65,ф 80 cheshki,6,2910,0,2910,Саво,
9354,1,2/17/2017,16,ф 80 stomana,1,3190,0,3190,Иван,
9355,2,2/17/2017,26,ф 80 stomana,2,3120,0,3120,Иван,
9356,3,2/17/2017,76,ф 80 stomana,7,3100,0,3100,Иван,
9357,4,2/17/2017,86,ф 80 stomana,8,3110,0,3110,Иван,
9358,5,2/17/2017,114,ф 80 polski,11,2050,0,2050,Иван,
9359,6,2/17/2017,104,ф 80 polski,10,2070,0,2070,Иван,
9360,7,2/17/2017,94,ф 80 polski,9,3110,0,3110,Иван,
9361,8,2/17/2017,54,ф 80 polski,5,3090,0,3090,Иван,
9362,1,2/18/2017,13,ф 90 stomana,1,2990,0,2990,Иван,
9363,2,2/18/2017,23,ф 90 stomana,2,2160,0,2160,Иван,
9364,3,2/18/2017,32,ф 90 cheshki,3,1990,0,1990,Иван,
9365,4,2/18/2017,43,ф 90 stomana,4,3100,0,3100,Иван,
9366,5,2/18/2017,62,ф 90 cheshki,6,2310,0,2310,Иван,
9367,6,2/18/2017,73,ф 90 stomana,7,3170,0,3170,Иван,
9368,7,2/18/2017,83,ф 90 stomana,8,3020,0,3020,Иван,
9369,1,2/18/2017,51,ф 90 polski,5,3090,0,3090,иван,
9370,2,2/18/2017,91,ф 90 polski,9,3080,0,3080,иван,
9371,3,2/18/2017,101,ф 90 polski,10,3090,0,3090,иван,
9372,1,2/19/2017,13,ф 90 stomana,1,3290,0,3290,николай,
9373,2,2/19/2017,22,ф 90 stomana,2,3130,0,3130,николай,
9374,3,2/19/2017,43,ф 90 stomana,4,3320,0,3320,николай,
9375,1,2/19/2017,73,ф 90 stomana,7,3160,0,3160,николай,
9376,2,2/19/2017,83,ф 90 stomana,8,2710,0,2710,николай,
9377,1,2/19/2017,32,ф 90 cheshki,3,2840,0,2840,николай,
9378,2,2/19/2017,62,ф 90 cheshki,6,2770,0,2770,николай,
9379,3,2/19/2017,51,ф 90 polski,5,3070,0,3070,николай,
9380,1,2/19/2017,91,ф 90 polski,9,3070,0,3070,николай,
9381,2,2/19/2017,101,ф 90 polski,10,3060,0,3060,николай,
9382,3,2/19/2017,111,ф 90 polski,11,2040,0,2040,николай,
9383,1,2/20/2017,13,ф 90 stomana,1,3240,0,3240,Светлин,
9384,2,2/20/2017,23,ф 90 stomana,2,2480,0,2480,Светлин,
9385,3,2/20/2017,43,ф 90 stomana,4,3100,0,3100,Светлин,
9386,4,2/20/2017,73,ф 90 stomana,7,3200,0,3200,Светлин,
9387,5,2/20/2017,83,ф 90 stomana,8,3320,0,3320,Светлин,
9388,4,2/20/2017,3,ф 30 ukraina,22,3000,0,3000,Саво,
9389,5,2/20/2017,1,ф 70 stomanaD,21,3140,0,3180,Саво,
9390,6,2/20/2017,32,ф 90 cheshki,3,3090,0,3090,Светлин,
9391,7,2/20/2017,62,ф 90 cheshki,6,3120,0,3120,Светлин,
9392,8,2/20/2017,51,ф 90 polski,5,3030,0,3030,Светлин,
9393,9,2/20/2017,91,ф 90 polski,9,3040,0,3040,Светлин,
9394,10,2/20/2017,101,ф 90 polski,10,3060,0,3060,Светлин,
9395,1,2/21/2017,43,ф 90 stomana,4,3050,0,3050,Cтойчо,
9397,1,2/21/2017,35,ф 80 cheshki,3,3020,0,3020,Стойчо,
9398,2,2/21/2017,65,ф 80 cheshki,6,3000,0,3000,Стойчо,
9399,3,2/21/2017,54,ф 80 polski,5,3150,0,3150,Стойчо,
9400,4,2/21/2017,94,ф 80 polski,9,3150,0,3150,Стойчо,
9401,5,2/21/2017,104,ф 80 polski,10,2010,0,2010,Стойчо,
9402,6,2/21/2017,114,ф 80 polski,11,2010,0,2010,Стойчо,
9403,7,2/21/2017,16,ф 80 stomana,1,3200,0,3200,Стойчо,
9404,8,2/21/2017,26,ф 80 stomana,2,3200,0,3200,Стойчо,
9405,9,2/21/2017,76,ф 80 stomana,7,3200,0,3200,Стойчо,
9406,10,2/21/2017,86,ф 80 stomana,8,3180,0,3180,Стойчо,
9407,1,2/22/2017,13,ф 90 stomana,1,3120,0,3120,Стойчо,
9408,2,2/22/2017,23,ф 90 stomana,2,3180,0,3180,Стойчо,
9409,3,2/22/2017,43,ф 90 stomana,4,3100,0,3100,Стойчо,
9410,4,2/22/2017,73,ф 90 stomana,7,2910,0,2910,Стойчо,
9411,5,2/22/2017,83,ф 90 stomana,8,2890,0,2890,Стойчо,
9412,1,2/22/2017,32,ф 90 cheshki,3,2250,0,2250,Стойчо,
9413,2,2/22/2017,62,ф 90 cheshki,6,3140,0,3140,Стойчо,
9414,1,2/22/2017,51,ф 90 polski,5,3060,0,3060,Стойчо,
9415,1,2/22/2017,91,ф 90 polski,9,3080,0,3080,Христо,
9416,2,2/22/2017,101,ф 90 polski,10,3080,0,3080,Христо,
9417,1,2/23/2017,13,ф 90 stomana,1,2890,0,2890,Александър,
9418,2,2/23/2017,23,ф 90 stomana,2,3050,0,3050,Александър,
9419,3,2/23/2017,73,ф 90 stomana,7,3260,0,3260,Александър,
9420,4,2/23/2017,83,ф 90 stomana,8,3100,0,3100,Александър,
9421,5,2/23/2017,32,ф 90 cheshki,3,2210,0,2210,Александър,
9422,6,2/23/2017,62,ф 90 cheshki,6,2070,0,2070,Александър,
9423,7,2/23/2017,51,ф 90 polski,5,3090,0,3090,Александър,
9424,8,2/23/2017,91,ф 90 polski,9,3090,0,3090,Александър,
9425,9,2/23/2017,101,ф 90 polski,10,3090,0,3090,Александър,
9426,10,2/23/2017,111,ф 90 polski,11,3090,0,3090,Христо,
9427,1,2/24/2017,1,ф 70 stomanaD,21,3020,0,3020,Мирослав,
9428,2,2/24/2017,3,ф 30 ukraina,22,3000,0,3000,Мирослав,
9429,1,2/24/2017,35,ф 80 cheshki,3,3000,0,3000,Красимир,
9430,2,2/24/2017,65,ф 80 cheshki,6,3000,0,3000,Красимир,
9431,3,2/24/2017,54,ф 80 polski,5,3090,0,3090,Красимир,
9432,4,2/24/2017,76,ф 80 stomana,7,3090,0,3090,Красимир,
9433,1,2/24/2017,86,ф 80 stomana,8,3140,0,3140,Красимир,
9434,2,2/24/2017,16,ф 80 stomana,1,3090,0,3090,Красимир,
9435,3,2/24/2017,26,ф 80 stomana,2,3060,0,3060,Красимир,
9436,4,2/24/2017,94,ф 80 polski,9,2070,0,2070,Красимир,
9437,5,2/24/2017,104,ф 80 polski,10,2060,0,2060,Красимир,
9438,6,2/24/2017,114,ф 80 polski,11,3080,0,3080,Красимир,
9439,1,2/25/2017,13,ф 90 stomana,1,3220,0,3220,Михаил,
9440,2,2/25/2017,23,ф 90 stomana,2,3150,0,3150,Михаил,
9441,3,2/25/2017,73,ф 90 stomana,7,2990,0,2990,Михаил,
9442,4,2/25/2017,83,ф 90 stomana,8,3300,0,3300,Михаил,
9443,5,2/25/2017,32,ф 90 cheshki,3,2990,0,2990,Михаил,
9444,6,2/25/2017,62,ф 90 cheshki,6,3050,0,3050,Михаил,
9445,7,2/25/2017,51,ф 90 polski,5,3060,0,3060,Михаил,
9446,8,2/25/2017,91,ф 90 polski,9,3080,0,3080,Михаил,
9447,9,2/25/2017,101,ф 90 polski,10,3080,0,3080,Михаил,
9448,1,2/26/2017,101,ф 90 polski,10,3010,0,3010,Момчил,
9449,2,2/26/2017,91,ф 90 polski,9,3020,0,3020,Момчил,
9450,3,2/26/2017,111,ф 90 polski,11,3000,0,3000,Момчил,
9451,4,2/26/2017,51,ф 90 polski,5,3010,0,3010,Момчил,
9452,5,2/26/2017,13,ф 90 stomana,1,3010,0,3010,Момчил,
9453,6,2/26/2017,23,ф 90 stomana,2,3000,0,3000,Момчил,
9454,7,2/26/2017,73,ф 90 stomana,7,3020,0,3020,Момчил,
9455,8,2/26/2017,83,ф 90 stomana,8,3000,0,3000,Момчил,
9456,9,2/26/2017,32,ф 90 cheshki,3,3010,0,3010,Момчил,
9457,10,2/26/2017,62,ф 90 cheshki,6,3000,0,3000,Момчил,
9458,1,2/26/2017,101,ф 90 polski,10,5150,0,5150,Цветомир,
9459,2,2/26/2017,51,ф 90 polski,5,5130,0,5130,Цветомир,
9460,3,2/26/2017,91,ф 90 polski,9,5140,0,5140,Цветомир,
9461,4,2/26/2017,83,ф 90 stomana,8,5050,0,5050,Цветомир,
9462,5,2/26/2017,62,ф 90 cheshki,6,4950,0,4950,Цветомир,
9463,6,2/26/2017,32,ф 90 cheshki,3,5180,0,5180,Цветомир,
9464,7,2/26/2017,23,ф 90 stomana,2,5110,0,5110,Цветомир,
9465,8,2/26/2017,13,ф 90 stomana,1,5250,0,5250,Цветомир,
9466,1,2/27/2017,73,ф 90 stomana,7,3160,0,3160,Димитър,
9467,1,2/27/2017,1,ф 70 stomanaD,21,3140,0,3140,Димитър,
9468,2,2/27/2017,3,ф 30 ukraina,22,3020,0,3020,Димитър,
9469,1,2/28/2017,73,ф 90 stomana,7,3180,0,3180,Христо,
9470,2,3/1/2017,35,ф 80 cheshki,3,3000,0,3000,Димитър,
9471,3,3/1/2017,54,ф 80 polski,5,3100,0,3100,Димитър,
9472,4,3/1/2017,94,ф 80 polski,9,3100,0,3100,Димитър,
9473,5,3/1/2017,104,ф 80 polski,10,2070,0,2070,Димитър,
9474,6,3/1/2017,114,ф 80 polski,11,2070,0,2070,Димитър,
9475,7,3/1/2017,65,ф 80 cheshki,6,2980,0,2980,Димитър,
9476,8,3/1/2017,86,ф 80 stomana,8,3140,0,3140,Михайлов,
9477,9,3/1/2017,76,ф 80 stomana,7,3050,0,3050,Михайлов,
9478,10,3/1/2017,26,ф 80 stomana,2,3170,0,3170,Михайлов,
9479,11,3/1/2017,16,ф 80 stomana,1,3060,0,3060,Михайлов,
9480,1,3/2/2017,3,ф 30 ukraina,22,3000,0,3000,Иван,
9481,2,3/2/2017,1,ф 70 stomanaD,21,3160,0,3160,Иван,
9482,12,3/2/2017,13,ф 90 stomana,1,3170,0,3170,Иван,
9483,13,3/2/2017,23,ф 90 stomana,2,3010,0,3010,Иван,
9484,14,3/2/2017,32,ф 90 cheshki,3,3280,0,3280,Иван,
9485,1,3/2/2017,62,ф 90 cheshki,6,3020,0,3020,Михаил,
9486,2,3/2/2017,83,ф 90 stomana,8,3020,0,3020,Михаил,
9487,3,3/2/2017,43,ф 90 stomana,4,2960,0,2960,Михаил,
9488,4,3/2/2017,51,ф 90 polski,5,3060,0,3060,Михаил,
9489,5,3/3/2017,91,ф 90 polski,9,3070,0,3070,Михаил,
9490,6,3/3/2017,76,ф 80 stomana,7,3060,0,3060,Михаил,
9491,7,3/3/2017,13,ф 90 stomana,1,3070,0,3070,Михайлов,
9492,8,3/3/2017,23,ф 90 stomana,2,3240,0,3240,Михайлов,
9493,9,3/3/2017,32,ф 90 cheshki,3,3020,0,3020,Михайлов,
9494,10,3/3/2017,43,ф 90 stomana,4,2970,0,2970,Михайлов,
9495,11,3/3/2017,62,ф 90 cheshki,6,2960,0,2960,Михайлов,
9496,12,3/3/2017,83,ф 90 stomana,8,3000,0,3000,Михайлов,
9497,13,3/3/2017,51,ф 90 polski,5,3080,0,3080,Михайлов,
9498,14,3/3/2017,101,ф 90 polski,10,2040,0,2040,Михайлов,
9499,15,3/3/2017,91,ф 90 polski,9,3070,0,3070,Михайлов,
9500,16,3/3/2017,111,ф 90 polski,11,3070,0,3070,Михайлов,
9501,17,3/3/2017,76,ф 80 stomana,7,3120,0,3120,Михайлов,
9502,1,3/4/2017,101,ф 90 polski,10,3090,0,3090,Цветомир,
9503,2,3/4/2017,91,ф 90 polski,9,3090,0,3090,Цветомир,
9504,3,3/4/2017,51,ф 90 polski,5,3090,0,3090,Цветомир,
9505,4,3/4/2017,76,ф 80 stomana,7,3290,0,3290,Цветомир,
9506,1,3/4/2017,83,ф 90 stomana,8,3040,0,3040,Цветомир,
9507,2,3/4/2017,62,ф 90 cheshki,6,2080,0,2080,Цветомир,
9508,3,3/4/2017,43,ф 90 stomana,4,4220,0,4220,Цветомир,
9509,4,3/4/2017,32,ф 90 cheshki,3,2090,0,2090,Цветомир,
9510,5,3/4/2017,23,ф 90 stomana,2,2170,0,2170,Цветомир,
9511,6,3/4/2017,13,ф 90 stomana,1,3070,0,3070,Цветомир,
9512,1,3/5/2017,76,ф 80 stomana,7,3160,0,3160,Михайлов,
9513,2,3/5/2017,13,ф 90 stomana,1,3180,0,3180,Михайлов,
9514,3,3/5/2017,23,ф 90 stomana,2,3140,0,3140,Михайлов,
9515,4,3/5/2017,32,ф 90 cheshki,3,3320,0,3320,Михайлов,
9516,5,3/5/2017,43,ф 90 stomana,4,3050,0,3050,Михайлов,
9517,6,3/5/2017,62,ф 90 cheshki,6,2950,0,2950,Михайлов,
9518,7,3/5/2017,83,ф 90 stomana,8,2950,0,2950,Михайлов,
9519,8,3/5/2017,51,ф 90 polski,5,3080,0,3080,Михайлов,
9520,9,3/5/2017,111,ф 90 polski,11,2050,0,2050,Михайлов,
9521,10,3/5/2017,101,ф 90 polski,10,3080,0,3080,Михайлов,
9522,11,3/5/2017,91,ф 90 polski,9,3070,0,3070,Михайлов,
9523,3,3/6/2017,3,ф 30 ukraina,22,3000,0,3000,Цветомир,
9524,4,3/6/2017,1,ф 70 stomanaD,21,3060,0,3060,Цветомир,
9525,1,3/6/2017,43,ф 90 stomana,4,3080,0,3080,цецко,
9526,2,3/6/2017,16,ф 80 stomana,1,3110,0,3110,цецко,
9527,3,3/6/2017,65,ф 80 cheshki,6,3000,0,3000,цецко,
9528,4,3/6/2017,35,ф 80 cheshki,3,3000,0,3000,цецко,
9529,5,3/6/2017,26,ф 80 stomana,2,3200,0,3200,цецко,
9530,1,3/6/2017,76,ф 80 stomana,7,3010,0,3010,Красимир,
9531,2,3/6/2017,86,ф 80 stomana,8,3020,0,3020,Красимир,
9532,3,3/6/2017,54,ф 80 polski,5,3120,0,3120,Красимир,
9533,4,3/6/2017,94,ф 80 polski,9,3110,0,3110,Красимир,
9534,5,3/6/2017,104,ф 80 polski,10,2080,0,2080,Красимир,
9535,6,3/6/2017,114,ф 80 polski,11,2090,0,2090,Красимир,
9536,1,3/7/2017,83,ф 80 stomana,7,3050,0,3050,Михаил,
9537,2,3/7/2017,32,ф 90 cheshki,3,3050,0,3050,Михаил,
9538,3,3/7/2017,51,ф 90 polski,5,3080,0,3080,Михаил,
9539,4,3/7/2017,91,ф 90 polski,9,3090,0,3090,Михаил,
9540,5,3/7/2017,101,ф 90 polski,10,3080,0,3080,Михаил,
9541,6,3/7/2017,102,ф 90 stomana,1,3040,0,3040,Михаил,
9542,7,3/7/2017,103,ф 90 stomana,2,3010,0,3010,Михаил,
9543,8,3/7/2017,104,ф 90 stomana,4,3020,0,3020,Михаил,
9544,9,3/7/2017,105,ф 90 stomana,8,3020,0,3020,Михаил,
9545,1,3/8/2017,111,ф 90 polski,11,3070,0,3070,Стойчо,
9546,2,3/8/2017,13,ф 90 stomana,1,2130,0,2130,Момчил,
9547,3,3/8/2017,23,ф 90 stomana,2,1990,0,1990,Момчил,
9548,4,3/8/2017,24,ф 80 stomana,7,3080,0,3080,Стойчо,
9549,4,3/8/2017,43,ф 90 stomana,4,3120,0,3120,Момчил,
9550,5,3/8/2017,83,ф 90 stomana,8,3190,0,3190,Момчил,
9551,6,3/8/2017,32,ф 90 cheshki,3,2050,0,2050,Михайлов,
9552,7,3/8/2017,51,ф 90 polski,5,3070,0,3070,Михайлов,
9553,8,3/8/2017,101,ф 90 polski,10,3080,0,3080,Михайлов,
9554,9,3/8/2017,91,ф 90 polski,9,3080,0,3080,Михайлов,
9555,4,3/9/2017,3,ф 30 ukraina,22,3060,0,3060,Ivan,
9556,5,3/9/2017,1,ф 70 stomanaD,21,3060,0,3060,Ivan,
9557,1,3/9/2017,13,ф 90 stomana,1,3070,0,3070,Петко,
9558,2,3/9/2017,23,ф 90 stomana,2,2940,0,2940,Петко,
9559,3,3/9/2017,43,ф 90 stomana,4,3190,0,3190,Красими,
9560,4,3/9/2017,76,ф 80 stomana,7,3030,0,3030,Красими,
9561,5,3/9/2017,86,ф 80 stomana,8,3270,0,3270,Красими,
9562,6,3/10/2017,32,ф 90 cheshki,3,3140,0,3140,Михайлов,
9563,7,3/10/2017,51,ф 90 polski,5,3090,0,3090,Михайлов,
9564,8,3/10/2017,101,ф 90 polski,10,3100,0,3100,Михайлов,
9565,9,3/10/2017,91,ф 90 polski,9,3090,0,3090,Михайлов,
9566,1,3/11/2017,83,ф 90 stomana,8,2950,0,2950,Цветомир,
9567,2,3/11/2017,43,ф 90 stomana,4,3050,0,3050,Цветомир,
9568,3,3/11/2017,16,ф 80 stomana,1,3170,0,3170,Цветомир,
9569,4,3/11/2017,104,ф 80 polski,10,2060,0,2060,Цветомир,
9570,5,3/11/2017,114,ф 80 polski,11,2050,0,2050,Цветомир,
9571,6,3/11/2017,94,ф 80 polski,9,3080,0,3080,Цветомир,
9572,7,3/11/2017,54,ф 80 polski,5,3090,0,3090,Цветомир,
9573,8,3/11/2017,76,ф 80 stomana,7,3140,0,3140,Цветомир,
9574,9,3/11/2017,26,ф 80 stomana,2,3130,0,3130,Цветомир,
9575,1,3/11/2017,13,ф 90 stomana,1,3050,0,3050,Михаил,
9576,2,3/11/2017,23,ф 90 stomana,2,2940,0,2940,Михаил,
9577,3,3/11/2017,43,ф 90 stomana,4,3140,0,3140,Михаил,
9578,4,3/11/2017,76,ф 80 stomana,7,3140,0,3140,Михаил,
9579,5,3/11/2017,83,ф 90 stomana,8,2960,0,2960,Михаил,
9580,6,3/11/2017,32,ф 90 cheshki,3,2970,0,2970,Михаил,
9581,7,3/11/2017,62,ф 90 cheshki,6,2330,0,2330,Михаил,
9582,8,3/11/2017,91,ф 90 polski,9,3090,0,3090,Михаил,
9583,9,3/11/2017,101,ф 90 polski,10,3100,0,3100,Михаил,
9584,1,3/12/2017,13,ф 90 stomana,1,3050,0,3050,Касерес,
9585,2,3/12/2017,23,ф 90 stomana,2,2980,0,2980,Касерес,
9586,3,3/12/2017,43,ф 90 stomana,4,3080,0,3080,Касерес,
9587,4,3/12/2017,83,ф 90 stomana,8,2940,0,2940,Касерес,
9588,5,3/12/2017,32,ф 90 cheshki,3,2980,0,2980,Касерес,
9589,6,3/12/2017,62,ф 90 cheshki,6,3120,0,3120,Касерес,
9590,7,3/12/2017,76,ф 80 stomana,7,3170,0,3170,Касерес,
9591,8,3/12/2017,91,ф 90 polski,9,3070,0,3070,Касерес,
9592,9,3/12/2017,101,ф 90 polski,10,3080,0,3080,Касерес,
9593,1,3/13/2017,1,ф 70 stomanaD,21,3130,0,3130,Мирослав,
9594,1,3/13/2017,43,ф 90 stomana,4,3950,0,3950,Михаил,
9595,2,3/13/2017,26,ф 80 stomana,2,3140,0,3140,Михаил,
9596,3,3/13/2017,86,ф 80 stomana,8,3240,0,3240,Михаил,
9597,4,3/13/2017,76,ф 80 stomana,7,3190,0,3190,Михаил,
9598,2,3/13/2017,2,ф 30 ukraina,22,3020,0,3020,Мирослав,
9599,5,3/13/2017,16,ф 80 stomana,1,2990,0,2990,Михаил,
9600,6,3/13/2017,35,ф 80 cheshki,3,2990,0,2990,Михаил,
9601,7,3/13/2017,65,ф 80 cheshki,6,3010,0,3060,Михаил,
9602,8,3/13/2017,54,ф 80 polski,5,2070,0,2070,Михаил,
